event_id,user_id,product_id,product_name,category,price,event_type,timestamp
6b70e6cd-a347-4254-9843-8aff6cc282af,user_855f25b3,prod_7f72452b,Coffee Maker,Home & Garden,140.81,add_to_cart,2026-01-30 07:56:39
1623bf98-9c84-42b3-a0c4-d7349e8b8203,user_3f4a6e96,prod_98753f07,Plant Pot Set,Home & Garden,28.2,view,2026-01-30 07:56:39
9b764904-672e-4423-8847-0ea899975e3b,user_47c1e62b,prod_05fcdf8b,Tennis Racket,Sports,138.16,view,2026-01-30 07:56:39
af8691f9-aa8e-45fe-b545-5f05f95e137f,user_327f2ae0,prod_bbb146ae,Mystery Novel,Books,15.36,view,2026-01-30 07:56:39
db9ddbbf-b8e5-4c68-8129-aa0284c7b6a8,user_b939cf8f,prod_1e41d52e,Mystery Novel,Books,12.9,add_to_cart,2026-01-30 07:56:39
0d711c2c-3e2a-4664-9b74-b6baf4ad8fc9,user_43dab076,prod_ef41b081,Throw Blanket,Home & Garden,31.63,view,2026-01-30 07:56:39
c8622951-f9b8-472e-bbe7-e3bdc90ebaf8,user_c48040d8,prod_7ddc3d6f,Laptop Stand,Electronics,75.84,view,2026-01-30 07:56:39
54f2e7ea-1039-40df-8a04-2c1fa29c3a42,user_f7d31611,prod_a3ca1ace,Programming Python,Books,49.36,view,2026-01-30 07:56:39
9e45131a-125a-435d-ab06-1c8db834bab4,user_192b111a,prod_6198ff63,Baseball Cap,Clothing,27.57,add_to_cart,2026-01-30 07:56:39
8d53d86b-eba3-4dec-85f7-353ae16c1689,user_a4bb0af6,prod_e391d43e,Smartphone Case,Electronics,30.03,add_to_cart,2026-01-30 07:56:39
