event_id,user_id,product_id,product_name,category,price,event_type,timestamp
9bca87d4-0b06-4935-aafb-123887d732df,user_af585f97,prod_4acd35d6,Denim Jeans,Clothing,54.03,view,2026-01-30 07:56:31
7b99344a-58bb-4b6a-8117-dc7a620a0a72,user_19931bc9,prod_35089d78,LED Desk Lamp,Home & Garden,40.79,view,2026-01-30 07:56:31
21b6a4ea-3f7b-4701-8d57-53532ca8593c,user_f1c180fd,prod_eca1d670,Wireless Headphones,Electronics,132.69,view,2026-01-30 07:56:31
1727f9c8-6f5b-4988-9983-bc1d69ab2f32,user_f70aeaf1,prod_403a0a31,Mystery Novel,Books,19.43,view,2026-01-30 07:56:31
74280877-6e81-4f0c-8976-f56abbf265ab,user_fc3d5c35,prod_f50f7ff8,Tennis Racket,Sports,66.65,view,2026-01-30 07:56:31
52443104-c4c3-4037-a512-e55ffa46ac60,user_62c7cb45,prod_b413b799,Throw Blanket,Home & Garden,62.79,view,2026-01-30 07:56:31
8fb2d15a-e643-46e0-99b6-4cdee5afe8eb,user_5802345d,prod_c55bf8ed,Cotton T-Shirt,Clothing,28.46,add_to_cart,2026-01-30 07:56:31
bf678d18-3f36-4aeb-8138-85327ab17866,user_5f2d6ac6,prod_57a2b8af,Portable Charger,Electronics,49.42,view,2026-01-30 07:56:31
3eeb76ea-135b-4998-b3d9-e41473686cd4,user_d30389cb,prod_47eadbc1,Portable Charger,Electronics,32.02,add_to_cart,2026-01-30 07:56:31
e55ef793-2991-46c3-b2bb-446fc089332c,user_a3fbb195,prod_8b4fb955,Running Shoes,Clothing,133.53,view,2026-01-30 07:56:31
