event_id,user_id,product_id,product_name,category,price,event_type,timestamp
ebacbbff-4c24-47e2-86d9-a31daf56269e,user_af8128f9,prod_684757ef,Fitness Tracker,Sports,116.36,add_to_cart,2026-01-21 10:24:12
5532e535-8181-462f-ac04-48cb9c1ff103,user_d361431a,prod_b5f7dd7e,Basketball,Sports,21.97,purchase,2026-01-21 10:24:12
13a8bfbd-7a7e-437b-9329-ce658a29f48c,user_f88b010b,prod_811cb101,Cotton T-Shirt,Clothing,33.62,view,2026-01-21 10:24:12
154c6ab0-9469-4e32-ae77-14530f3e7de2,user_c79472c6,prod_d75cf795,Coffee Maker,Home & Garden,84.74,purchase,2026-01-21 10:24:12
9cec86c9-51c0-4917-9a76-232092dc7180,user_4c130d0e,prod_22c940ee,Winter Jacket,Clothing,197.96,add_to_cart,2026-01-21 10:24:12
213a9acb-ee8d-43ef-8203-e703b422c732,user_c4412529,prod_08bd9ef2,Laptop Stand,Electronics,71.3,view,2026-01-21 10:24:12
2e46514f-6136-4639-8507-874d60174729,user_9ab4b013,prod_75a4f960,Basketball,Sports,34.43,add_to_cart,2026-01-21 10:24:12
f64a2b8a-254d-4b30-ae78-e2d225fbbb5a,user_a992252e,prod_b5080def,Wireless Mouse,Electronics,30.44,add_to_cart,2026-01-21 10:24:12
99a91fb6-89ee-447b-a4cc-257552bedc76,user_1bd095c4,prod_9963b607,Yoga Mat,Sports,43.58,add_to_cart,2026-01-21 10:24:12
d0648fb2-5471-4e8b-b461-56690da71a77,user_3ef3cb6b,prod_2caf3cbd,Tennis Racket,Sports,84.75,view,2026-01-21 10:24:12
